"w1","w2","prediction","rank"
"in","the","dark",71
"in","the","darkness",15
"in","the","day",114
"in","the","days",31
"in","the","dead",6
"in","the","death",14
"in","the","debate",10
"in","the","deep",18
"in","the","degree",3
"in","the","denver",6
"in","the","department",14
"in","the","description",3
"in","the","desert",34
"in","the","design",8
"in","the","details",12
"in","the","developed",5
"in","the","digital",9
"in","the","dining",15
"in","the","direction",27
"in","the","distance",27
"in","the","district",42
"in","the","division",12
"in","the","door",36
"in","the","downtown",12
"in","the","draft",48
"in","the","dressing",9
"in","the","driveway",9
"in","the","dust",6
"in","the","early",143
"in","the","east",44
"in","the","effort",7
"in","the","eighth",37
"in","the","election",15
"in","the","elevator",7
"in","the","email",7
"in","the","emergency",8
"in","the","end",208
"in","the","entire",24
"in","the","era",7
"in","the","european",8
"in","the","evening",49
"in","the","evenings",9
"in","the","event",36
"in","the","exercise",5
"in","the","exhibit",5
"in","the","eye",42
"in","the","eyes",33
"in","the","face",172
"in","the","fact",18
"in","the","faith",4
"in","the","fall",109
"in","the","family",49
"in","the","far",15
"in","the","fast",4
"in","the","field",71
"in","the","fight",13
"in","the","film",51
"in","the","final",137
"in","the","finals",14
"in","the","fire",13
"in","the","first",588
"in","the","five",7
"in","the","flesh",9
"in","the","floor",7
"in","the","flow",4
"in","the","fog",6
"in","the","following",19
"in","the","food",17
"in","the","foreseeable",9
"in","the","form",73
"in","the","fourth",117
"in","the","foyer",4
"in","the","free",5
"in","the","freezer",27
"in","the","fridge",55
"in","the","front",67
"in","the","fruit",7
"in","the","full",6
"in","the","fun",10
"in","the","furnace",3
"in","the","future",225
"in","the","gallery",5
"in","the","game",156
"in","the","gaps",6
"in","the","garage",29
"in","the","garbage",5
"in","the","garden",57
"in","the","general",25
"in","the","ghetto",3
"in","the","glass",6
"in","the","glow",6
"in","the","good",14
"in","the","governors",3
"in","the","grand",10
"in","the","grass",11
"in","the","great",27
"in","the","greatest",7
"in","the","green",8
"in","the","grocery",10
"in","the","groin",4
"in","the","groove",6
"in","the","ground",24
"in","the","group",26
"in","the","gulf",17
"in","the","gut",8
"in","the","gym",31
"in","the","habit",10
"in","the","half",13
"in","the","hall",20
"in","the","hallway",19
"in","the","hand",13
"in","the","hands",30
"in","the","happiness",3
"in","the","hat",12
"in","the","head",68
"in","the","heart",42
"in","the","hearts",11
"in","the","heat",22
"in","the","hectic",3
"in","the","high",24
"in","the","hills",9
"in","the","history",46
"in","the","hole",15
"in","the","home",38
"in","the","homes",6
"in","the","hopes",12
"in","the","hospital",72
"in","the","hot",18
"in","the","hotel",14
"in","the","hour",3
"in","the","house",211
"in","the","houston",5
"in","the","human",4
"in","the","ice",5
"in","the","image",7
"in","the","industrial",4
"in","the","industry",23
"in","the","interim",10
"in","the","international",9
"in","the","interview",8
"in","the","italian",4
"in","the","jan",6
"in","the","john",3
"in","the","journal",18
"in","the","jungle",8
"in","the","junior",4
"in","the","k",4
"in","the","kind",4
"in","the","kingdom",9
"in","the","kitchen",82
"in","the","know",18
"in","the","knowledge",5
"in","the","lake",12
"in","the","land",21
"in","the","language",8
"in","the","last",318
"in","the","late",89
"in","the","later",5
"in","the","latest",35
"in","the","law",14
"in","the","lead",17
"in","the","leadership",4
"in","the","league",99
"in","the","least",15
"in","the","left",12
"in","the","leg",10
"in","the","level",3
"in","the","library",51
"in","the","life",21
"in","the","light",25
"in","the","line",22
"in","the","lineup",45
"in","the","little",6
"in","the","living",35
"in","the","lobby",24
"in","the","local",14
"in","the","locker",29
"in","the","london",7
"in","the","long",65
"in","the","longest",7
"in","the","loop",22
"in","the","lord",18
"in","the","loss",9
"in","the","lounge",9
"in","the","low",9
"in","the","lower",23
"in","the","lunchroom",3
"in","the","machine",5
"in","the","mail",90
"in","the","main",24
"in","the","making",32
"in","the","mall",10
"in","the","many",4
"in","the","market",43
"in","the","marketplace",8
"in","the","markets",8
"in","the","may",12
"in","the","mean",11
"in","the","meantime",94
"in","the","media",28
"in","the","medical",8
"in","the","meeting",5
"in","the","mens",5
"in","the","message",4
"in","the","metro",16
"in","the","microwave",27
"in","the","mid",11
"in","the","middle",396
"in","the","mids",46
"in","the","midst",76
"in","the","midwest",36
"in","the","mile",12
"in","the","military",18
"in","the","mind",7
"in","the","minds",7
"in","the","minority",6
"in","the","mirror",52
"in","the","mix",43
"in","the","mobile",4
"in","the","modern",11
"in","the","moment",23
"in","the","month",9
"in","the","mood",65
"in","the","moonlight",6
"in","the","morning",374
"in","the","mornings",17
"in","the","most",52
"in","the","mountain",5
"in","the","mountains",14
"in","the","mouth",20
"in","the","movie",54
"in","the","movies",11
"in","the","muck",3
"in","the","mud",7
"in","the","museum",6
"in","the","music",26
"in","the","name",55
"in","the","nation",71
"in","the","national",49
"in","the","nations",9
"in","the","navy",11
"in","the","ncaa",25
"in","the","nd",26
"in","the","near",49
"in","the","neck",11
"in","the","neighborhood",50
"in","the","net",7
"in","the","new",151
"in","the","news",26
"in","the","newspaper",18
"in","the","next",231
"in","the","nhl",26
"in","the","nick",4
"in","the","night",39
"in","the","north",28
"in","the","northeast",30
"in","the","northern",26
"in","the","northwest",14
"in","the","nose",7
"in","the","ocean",11
"in","the","office",92
"in","the","offseason",29
"in","the","old",18
"in","the","one",13
"in","the","online",7
"in","the","only",11
"in","the","open",25
"in","the","opening",31
"in","the","operating",4
"in","the","opposite",18
"in","the","order",19
"in","the","organization",9
"in","the","original",23
"in","the","other",47
"in","the","outdoor",6
"in","the","outdoors",4
"in","the","oven",56
"in","the","pacific",24
"in","the","package",4
"in","the","packers",4
"in","the","pages",7
"in","the","paint",25
"in","the","paper",19
"in","the","parade",9
"in","the","park",61
"in","the","parking",41
"in","the","party",7
"in","the","past",421
"in","the","path",6
"in","the","person",5
"in","the","philippines",8
"in","the","photo",22
"in","the","picture",35
"in","the","pipeline",11
"in","the","pit",5
"in","the","place",7
"in","the","plan",10
"in","the","planning",8
"in","the","play",12
"in","the","plot",5
"in","the","pocket",8
"in","the","pool",23
"in","the","pop",4
"in","the","position",12
"in","the","post",26
"in","the","postseason",22
"in","the","pot",8
"in","the","pouring",9
"in","the","power",12
"in","the","premier",5
"in","the","presence",12
"in","the","present",18
"in","the","press",18
"in","the","preview",3
"in","the","previous",18
"in","the","prison",6
"in","the","privacy",6
"in","the","process",135
"in","the","program",31
"in","the","proper",4
"in","the","pub",5
"in","the","public",38
"in","the","pursuit",12
"in","the","quality",4
"in","the","quiet",4
"in","the","race",47
"in","the","rain",79
"in","the","range",12
"in","the","rankings",8
"in","the","rd",22
"in","the","real",27
"in","the","realm",8
"in","the","rear",11
"in","the","recipe",7
"in","the","recording",3
"in","the","recovery",4
"in","the","red",21
"in","the","refrigerator",27
"in","the","region",48
"in","the","regular",34
"in","the","restaurant",21
"in","the","review",4
"in","the","right",108
"in","the","ring",14
"in","the","river",13
"in","the","road",25
"in","the","role",11
"in","the","room",117
"in","the","rooms",5
"in","the","rotation",13
"in","the","round",6
"in","the","row",3
"in","the","run",6
"in","the","running",16
"in","the","s",382
"in","the","saddle",5
"in","the","sale",4
"in","the","same",346
"in","the","san",20
"in","the","sand",23
"in","the","saturday",3
"in","the","schedule",5
"in","the","school",34
"in","the","sea",10
"in","the","search",8
"in","the","season",64
"in","the","seat",12
"in","the","second",269
"in","the","secondary",7
"in","the","security",5
"in","the","senate",44
"in","the","sense",21
"in","the","series",67
"in","the","service",14
"in","the","seventh",43
"in","the","shade",13
"in","the","shadows",11
"in","the","shape",12
"in","the","shed",8
"in","the","shop",15
"in","the","shopping",3
"in","the","short",27
"in","the","shortterm",3
"in","the","show",23
"in","the","shower",44
"in","the","shuffle",7
"in","the","side",9
"in","the","sidewalk",5
"in","the","sink",11
"in","the","sixth",39
"in","the","size",3
"in","the","sky",54
"in","the","slightest",5
"in","the","slow",5
"in","the","small",17
"in","the","snow",30
"in","the","social",10
"in","the","soil",7
"in","the","solar",3
"in","the","south",70
"in","the","southern",15
"in","the","southwest",4
"in","the","space",20
"in","the","spanish",5
"in","the","spotlight",14
"in","the","spring",69
"in","the","st",78
"in","the","stands",17
"in","the","star",8
"in","the","starting",18
"in","the","state",204
"in","the","states",60
"in","the","stock",7
"in","the","stomach",9
"in","the","store",41
"in","the","stores",5
"in","the","story",20
"in","the","stream",3
"in","the","street",28
"in","the","streets",22
"in","the","struggle",5
"in","the","studio",96
"in","the","study",12
"in","the","suburbs",6
"in","the","sugar",7
"in","the","summer",101
"in","the","summertime",8
"in","the","sun",85
"in","the","sunshine",15
"in","the","super",19
"in","the","swing",10
"in","the","system",26
"in","the","tank",6
"in","the","tea",8
"in","the","tent",6
"in","the","test",4
"in","the","texas",7
"in","the","th",146
"in","the","the",8
"in","the","third",169
"in","the","time",21
"in","the","times",9
"in","the","to",11
"in","the","toaster",3
"in","the","top",90
"in","the","tournament",20
"in","the","towel",6
"in","the","town",19
"in","the","trailer",4
"in","the","trash",12
"in","the","trayvon",3
"in","the","treatment",6
"in","the","tree",6
"in","the","trees",10
"in","the","trial",11
"in","the","truck",6
"in","the","trunk",13
"in","the","tub",7
"in","the","twilight",3
"in","the","two",23
"in","the","u",5
"in","the","uk",90
"in","the","underground",3
"in","the","unit",4
"in","the","united",226
"in","the","universe",18
"in","the","university",8
"in","the","upcoming",16
"in","the","upper",33
"in","the","urban",8
"in","the","us",332
"in","the","usa",50
"in","the","valley",22
"in","the","van",9
"in","the","vehicle",8
"in","the","very",17
"in","the","video",32
"in","the","village",18
"in","the","voice",7
"in","the","waiting",10
"in","the","wake",47
"in","the","wall",21
"in","the","walls",4
"in","the","war",16
"in","the","water",69
"in","the","way",89
"in","the","weather",6
"in","the","wee",10
"in","the","week",50
"in","the","well",3
"in","the","west",53
"in","the","white",23
"in","the","whole",32
"in","the","wide",4
"in","the","wild",24
"in","the","wind",23
"in","the","window",20
"in","the","wine",6
"in","the","winter",40
"in","the","with",4
"in","the","womb",6
"in","the","wood",5
"in","the","woods",60
"in","the","words",30
"in","the","work",14
"in","the","workplace",17
"in","the","works",61
"in","the","world",635
"in","the","worlds",8
"in","the","worst",11
"in","the","wrong",45
"in","the","yard",24
"in","the","year",59
"in","the","years",25
"in","the","you",4
"in","the","zone",16
"in","their","backyard",4
"in","their","eyes",11
"in","their","faces",6
"in","their","final",8
"in","their","hand",4
"in","their","hands",8
"in","their","heads",6
"in","their","heart",6
"in","their","home",18
"in","their","homes",16
"in","their","hometown",5
"in","their","house",4
"in","their","life",9
"in","their","lives",37
"in","their","local",4
"in","their","most",3
"in","their","own",65
"in","their","place",4
"in","their","prime",3
"in","their","s",29
"in","their","thinking",3
"in","them","but",4
"in","them","i",9
"in","them","if",3
"in","them","in",4
"in","there","and",27
"in","there","are",3
"in","there","but",7
"in","there","for",10
"in","there","i",15
"in","there","is",10
"in","there","too",7
"in","there","with",8
"in","these","parts",5
"in","these","times",6
"in","this","age",4
"in","this","area",25
"in","this","book",24
"in","this","business",10
"in","this","case",121
"in","this","city",22
"in","this","community",9
"in","this","country",70
"in","this","county",5
"in","this","day",18
"in","this","economy",12
"in","this","family",6
"in","this","fashion",3
"in","this","gorgeous",3
"in","this","great",9
"in","this","industry",5
"in","this","is",10
"in","this","issue",5
"in","this","life",16
"in","this","lifetime",3
"in","this","mess",4
"in","this","movie",13
"in","this","new",10
"in","this","one",16
"in","this","past",4
"in","this","photo",15
"in","this","place",8
"in","this","post",18
"in","this","production",4
"in","this","recipe",12
"in","this","relationship",3
"in","this","room",18
"in","this","scenario",6
"in","this","sense",5
"in","this","series",33
"in","this","show",4
"in","this","situation",18
"in","this","small",5
"in","this","space",5
"in","this","state",23
"in","this","story",13
"in","this","study",6
"in","this","town",23
"in","this","week",9
"in","this","weeks",10
"in","this","world",84
"in","this","year",7
"in","this","years",31
"in","those","areas",10
"in","those","days",18
"in","those","who",4
"in","three","days",10
"in","through","the",10
"in","time","and",15
"in","time","for",84
"in","time","it",4
"in","time","to",58
"in","times","like",6
"in","times","of",12
"in","times","square",10
"in","to","a",27
"in","to","an",6
"in","to","be",5
"in","to","buy",3
"in","to","do",6
"in","to","get",5
"in","to","help",10
"in","to","it",4
"in","to","make",5
"in","to","my",8
"in","to","put",3
"in","to","say",6
"in","to","see",16
"in","to","st",3
"in","to","take",5
"in","to","the",71
"in","to","watch",4
"in","to","work",14
"in","today","i",3
"in","today","the",4
"in","todays","world",6
